x,y,t0,t1,Nx,Ny
72.5752717553,6.7356458759,3.6287635878,3.6292703395,72.5854067892,6.7273908048
72.5854067892,6.7273908048,3.6292703395,3.6294840634,72.5896812689,6.7239084349
72.5896812689,6.7239084349,3.6294840634,3.6296014325,72.5920286507,6.7219958554
72.5920286507,6.7219958554,3.6296014325,3.6305966862,72.6119337239,6.7057722349
72.6119337239,6.7057722349,3.6305966862,3.6307599391,72.6151987820,6.7031101052
72.6151987820,6.7031101052,3.6307599391,3.6307704566,72.6154091317,6.7029385896
72.6154091317,6.7029385896,3.6307704566,3.6309110848,72.6182216963,6.7006451672
72.6182216963,6.7006451672,3.6309110848,3.6317493090,72.6349861795,6.6869709633
72.6349861795,6.6869709633,3.6317493090,3.6322830929,72.6456618582,6.6782595230
72.6456618582,6.6782595230,3.6322830929,3.6331743006,72.6634860130,6.6637085185
72.6634860130,6.6637085185,3.6331743006,3.6341406662,72.6828133239,6.6479214154
72.6828133239,6.6479214154,3.6341406662,3.6350913170,72.7018263407,6.6323819248
72.7018263407,6.6323819248,3.6350913170,3.6353381591,72.7067631813,6.6283455276
72.7067631813,6.6283455276,3.6353381591,3.6362903771,72.7258075411,6.6127690098
72.7258075411,6.6127690098,3.6362903771,3.6366856393,72.7337127859,6.6063005906
72.7337127859,6.6063005906,3.6366856393,3.6375929591,72.7518591813,6.5914465021
72.7518591813,6.5914465021,3.6375929591,3.6380292585,72.7605851703,6.5843007412
72.7605851703,6.5843007412,3.6380292585,3.6382787415,72.7655748292,6.5802138264
72.7655748292,6.5802138264,3.6382787415,3.6384474122,72.7689482441,6.5774503872
72.7689482441,6.5774503872,3.6384474122,3.6391045181,72.7820903614,6.5666818942
72.7820903614,6.5666818942,3.6391045181,3.6399471309,72.7989426182,6.5528670391
72.7989426182,6.5528670391,3.6399471309,3.6403453040,72.8069060807,6.5463364176
72.8069060807,6.5463364176,3.6403453040,3.6407123576,72.8142471522,6.5403147979
72.8142471522,6.5403147979,3.6407123576,3.6413402553,72.8268051050,6.5300108325
72.8268051050,6.5300108325,3.6413402553,3.6414996192,72.8299923835,6.5273950013
72.8299923835,6.5273950013,3.6414996192,3.6423736668,72.8474733359,6.5130436931
72.8474733359,6.5130436931,3.6423736668,3.6427634057,72.8552681144,6.5066419641
72.8552681144,6.5066419641,3.6427634057,3.6432096760,72.8641935210,6.4993098027
72.8641935210,6.4993098027,3.6432096760,3.6441519422,72.8830388436,6.4838219551
72.8830388436,6.4838219551,3.6441519422,3.6446025435,72.8920508699,6.4764123696
72.8920508699,6.4764123696,3.6446025435,3.6454758146,72.9095162924,6.4620467175
72.9095162924,6.4620467175,3.6454758146,3.6462111073,72.9242221460,6.4499449510
72.9242221460,6.4499449510,3.6462111073,3.6468660177,72.9373203531,6.4391615995
72.9373203531,6.4391615995,3.6468660177,3.6471855390,72.9437107810,6.4338989998
72.9437107810,6.4338989998,3.6471855390,3.6475566095,72.9511321907,6.4277860919
72.9511321907,6.4277860919,3.6475566095,3.6484715783,72.9694315662,6.4127072775
72.9694315662,6.4127072775,3.6484715783,3.6488822938,72.9776458753,6.4059359066
72.9776458753,6.4059359066,3.6488822938,3.6489529668,72.9790593365,6.4047705660
72.9790593365,6.4047705660,3.6489529668,3.6495877452,72.9917549043,6.3943013541
72.9917549043,6.3943013541,3.6495877452,3.6505396873,73.0107937463,6.3785937030
73.0107937463,6.3785937030,3.6505396873,3.6514326057,73.0286521141,6.3638517440
73.0286521141,6.3638517440,3.6514326057,3.6516696022,73.0333920431,6.3599376266
73.0333920431,6.3599376266,3.6516696022,3.6523682612,73.0473652242,6.3483956467
73.0473652242,6.3483956467,3.6523682612,3.6525925705,73.0518514100,6.3446889796
73.0518514100,6.3446889796,3.6525925705,3.6531605337,73.0632106743,6.3353012488
73.0632106743,6.3353012488,3.6531605337,3.6540523944,73.0810478877,6.3205533832
73.0810478877,6.3205533832,3.6540523944,3.6543490369,73.0869807374,6.3156463210
73.0869807374,6.3156463210,3.6543490369,3.6547301838,73.0946036750,6.3093400949
73.0946036750,6.3093400949,3.6547301838,3.6550460730,73.1009214609,6.3041124805
73.1009214609,6.3041124805,3.6550460730,3.6559144939,73.1182898789,6.2897359437
73.1182898789,6.2897359437,3.6559144939,3.6567750361,73.1355007214,6.2754823993
73.1355007214,6.2754823993,3.6567750361,3.6576746521,73.1534930418,6.2605737391
73.1534930418,6.2605737391,3.6576746521,3.6578679052,73.1573581047,6.2573700440
73.1573581047,6.2573700440,3.6578679052,3.6578901541,73.1578030815,6.2570011851
73.1578030815,6.2570011851,3.6578901541,3.6581365079,73.1627301586,6.2529166054
73.1627301586,6.2529166054,3.6581365079,3.6582108763,73.1642175263,6.2516834484
73.1642175263,6.2516834484,3.6582108763,3.6585606508,73.1712130166,6.2458828376
73.1712130166,6.2458828376,3.6585606508,3.6587488995,73.1749779897,6.2427604423
73.1749779897,6.2427604423,3.6587488995,3.6591941418,73.1838828355,6.2353739995
73.1838828355,6.2353739995,3.6591941418,3.6600663775,73.2013275492,6.2208981121
73.2013275492,6.2208981121,3.6600663775,3.6606859009,73.2137180181,6.2106116927
73.2137180181,6.2106116927,3.6606859009,3.6613181644,73.2263632876,6.2001097835
73.2263632876,6.2001097835,3.6613181644,3.6620371073,73.2407421467,6.1881632692
73.2407421467,6.1881632692,3.6620371073,3.6627020746,73.2540414919,6.1771090557
73.2540414919,6.1771090557,3.6627020746,3.6630312940,73.2606258805,6.1716345754
73.2606258805,6.1716345754,3.6630312940,3.6638459566,73.2769191318,6.1580831637
73.2769191318,6.1580831637,3.6638459566,3.6641587723,73.2831754452,6.1528779036
73.2831754452,6.1528779036,3.6641587723,3.6646382823,73.2927656450,6.1448969463
73.2927656450,6.1448969463,3.6646382823,3.6647370761,73.2947415225,6.1432523369
73.2947415225,6.1432523369,3.6647370761,3.6647408802,73.2948176047,6.1431890084
73.2948176047,6.1431890084,3.6647408802,3.6648071103,73.2961422050,6.1420864283
73.2961422050,6.1420864283,3.6648071103,3.6657866288,73.3157325756,6.1257745369
73.3157325756,6.1257745369,3.6657866288,3.6667195796,73.3343915923,6.1102292146
73.3343915923,6.1102292146,3.6667195796,3.6674206078,73.3484121567,6.0985425828
73.3484121567,6.0985425828,3.6674206078,3.6677315648,73.3546312957,6.0933571391
73.3546312957,6.0933571391,3.6677315648,3.6679331313,73.3586626253,6.0899953481
73.3586626253,6.0899953481,3.6679331313,3.6681538620,73.3630772398,6.0863134637
73.3630772398,6.0863134637,3.6681538620,3.6685216052,73.3704321038,6.0801782651
73.3704321038,6.0801782651,3.6685216052,3.6687023040,73.3740460803,6.0771631029
73.3740460803,6.0771631029,3.6687023040,3.6689460825,73.3789216499,6.0730948687
73.3789216499,6.0730948687,3.6689460825,3.6695268511,73.3905370210,6.0634004681
73.3905370210,6.0634004681,3.6695268511,3.6703371278,73.4067425557,6.0498693977
73.4067425557,6.0498693977,3.6703371278,3.6707580032,73.4151600644,6.0428384734
73.4151600644,6.0428384734,3.6707580032,3.6716050466,73.4321009315,6.0286828413
73.4321009315,6.0286828413,3.6716050466,3.6720780899,73.4415617977,6.0207743066
73.4415617977,6.0207743066,3.6720780899,3.6729135758,73.4582715152,6.0068008402
73.4582715152,6.0068008402,3.6729135758,3.6730784531,73.4615690615,6.0040424493
73.4615690615,6.0040424493,3.6730784531,3.6733566096,73.4671321916,5.9993882859
73.4671321916,5.9993882859,3.6733566096,3.6735489584,73.4709791672,5.9961694199
73.4709791672,5.9961694199,3.6735489584,3.6737283913,73.4745678262,5.9931663606
73.4745678262,5.9931663606,3.6737283913,3.6740277483,73.4805549668,5.9881554890
73.4805549668,5.9881554890,3.6740277483,3.6744802018,73.4896040363,5.9805802687
73.4896040363,5.9805802687,3.6744802018,3.6751932837,73.5038656733,5.9686373119
73.5038656733,5.9686373119,3.6751932837,3.6761689059,73.5233781174,5.9522889950
73.5233781174,5.9522889950,3.6761689059,3.6765916077,73.5318321534,5.9452029055
73.5318321534,5.9452029055,3.6765916077,3.6773129824,73.5462596487,5.9331057948
73.5462596487,5.9331057948,3.6773129824,3.6774393501,73.5487870020,5.9309861337
73.5487870020,5.9309861337,3.6774393501,3.6774695596,73.5493911919,5.9304793832
73.5493911919,5.9304793832,3.6774695596,3.6783309666,73.5666193316,5.9160258331
73.5666193316,5.9160258331,3.6783309666,3.6783476348,73.5669526955,5.9157460842
73.5669526955,5.9157460842,3.6783476348,3.6785958548,73.5719170964,5.9115797809
73.5719170964,5.9115797809,3.6785958548,3.6795009375,73.5900187492,5.8963830054
73.5900187492,5.8963830054,3.6795009375,3.6798233990,73.5964679793,5.8909667414
73.5964679793,5.8909667414,3.6798233990,3.6798627530,73.5972550600,5.8903056554
73.5972550600,5.8903056554,3.6798627530,3.6798940368,73.5978807364,5.8897801252
73.5978807364,5.8897801252,3.6798940368,3.6801700370,73.6034007392,5.8851432345
73.6034007392,5.8851432345,3.6801700370,3.6806130769,73.6122615383,5.8776984285
73.6122615383,5.8776984285,3.6806130769,3.6806247680,73.6124953594,5.8775019465
73.6124953594,5.8775019465,3.6806247680,3.6808378972,73.6167579432,5.8739198173
73.6167579432,5.8739198173,3.6808378972,3.6813165118,73.6263302352,5.8658739364
73.6263302352,5.8658739364,3.6813165118,3.6823018655,73.6460373105,5.8493021663
73.6460373105,5.8493021663,3.6823018655,3.6829737105,73.6594742092,5.8379974495
73.6594742092,5.8379974495,3.6829737105,3.6836674504,73.6733490073,5.8263195829
73.6733490073,5.8263195829,3.6836674504,3.6843885381,73.6877707612,5.8141762642
73.6877707612,5.8141762642,3.6843885381,3.6851614351,73.7032287015,5.8011546887
73.7032287015,5.8011546887,3.6851614351,3.6859394376,73.7187887520,5.7880410637
73.7187887520,5.7880410637,3.6859394376,3.6864603197,73.7292063943,5.7792579501
73.7292063943,5.7792579501,3.6864603197,3.6873570765,73.7471415293,5.7641304825
73.7471415293,5.7641304825,3.6873570765,3.6883528417,73.7670568342,5.7473234095
73.7670568342,5.7473234095,3.6883528417,3.6892601028,73.7852020556,5.7320015258
73.7852020556,5.7320015258,3.6892601028,3.6896715083,73.7934301650,5.7250509710
73.7934301650,5.7250509710,3.6896715083,3.6905916912,73.8118338233,5.7094986688
73.8118338233,5.7094986688,3.6905916912,3.6911682362,73.8233647235,5.6997499848
73.8233647235,5.6997499848,3.6911682362,3.6918806045,73.8376120905,5.6877001002
73.8376120905,5.6877001002,3.6918806045,3.6927054393,73.8541087864,5.6737414785
73.8541087864,5.6737414785,3.6927054393,3.6932967615,73.8659352306,5.6637303869
73.8659352306,5.6637303869,3.6932967615,3.6936269914,73.8725398280,5.6581380700
73.8725398280,5.6581380700,3.6936269914,3.6938308960,73.8766179204,5.6546844785
73.8766179204,5.6546844785,3.6938308960,3.6944662243,73.8893244866,5.6439210730
73.8893244866,5.6439210730,3.6944662243,3.6953593044,73.9071860881,5.6287841448
73.9071860881,5.6287841448,3.6953593044,3.6954807900,73.9096157996,5.6267244540
73.9096157996,5.6267244540,3.6954807900,3.6957818518,73.9156370354,5.6216195560
73.9156370354,5.6216195560,3.6957818518,3.6961279485,73.9225589707,5.6157499110
73.9225589707,5.6157499110,3.6961279485,3.6962794328,73.9255886567,5.6131804287
73.9255886567,5.6131804287,3.6962794328,3.6966892294,73.9337845874,5.6062282947
73.9337845874,5.6062282947,3.6966892294,3.6969682598,73.9393651962,5.6014936260
73.9393651962,5.6014936260,3.6969682598,3.6971623809,73.9432476183,5.5981992641
73.9432476183,5.5981992641,3.6971623809,3.6974632708,73.9492654164,5.5930922211
73.9492654164,5.5930922211,3.6974632708,3.6975341406,73.9506828112,5.5918892082
73.9506828112,5.5918892082,3.6975341406,3.6981890636,73.9637812724,5.5807695210
73.9637812724,5.5807695210,3.6981890636,3.6990557432,73.9811148636,5.5660479078
73.9811148636,5.5660479078,3.6990557432,3.6993350876,73.9867017519,5.5613013003
73.9867017519,5.5613013003,3.6993350876,3.6997910789,73.9958215779,5.5535514405
73.9958215779,5.5535514405,3.6997910789,3.7004787729,74.0095754587,5.5418597140
74.0095754587,5.5418597140,3.7004787729,3.7006906818,74.0138136366,5.5382560237
74.0138136366,5.5382560237,3.7006906818,3.7010783906,74.0215678115,5.5316615456
74.0215678115,5.5316615456,3.7010783906,3.7018874019,74.0377480389,5.5178963555
74.0377480389,5.5178963555,3.7018874019,3.7022010365,74.0440207304,5.5125581563
74.0440207304,5.5125581563,3.7022010365,3.7024893459,74.0497869185,5.5076501350
74.0497869185,5.5076501350,3.7024893459,3.7034695229,74.0693904587,5.4909579222
74.0693904587,5.4909579222,3.7034695229,3.7044057029,74.0881140577,5.4750059999
74.0881140577,5.4750059999,3.7044057029,3.7044794594,74.0895891878,5.4737488626
74.0895891878,5.4737488626,3.7044794594,3.7049840023,74.0996800451,5.4651477603
74.0996800451,5.4651477603,3.7049840023,3.7052686216,74.1053724324,5.4602946406
74.1053724324,5.4602946406,3.7052686216,3.7060790181,74.1215803614,5.4464719205
74.1215803614,5.4464719205,3.7060790181,3.7063516147,74.1270322945,5.4418208346
74.1270322945,5.4418208346,3.7063516147,3.7068521362,74.1370427233,5.4332789264
74.1370427233,5.4332789264,3.7068521362,3.7069179633,74.1383592666,5.4321553323
74.1383592666,5.4321553323,3.7069179633,3.7069697825,74.1393956493,5.4312708087
74.1393956493,5.4312708087,3.7069697825,3.7077222679,74.1544453584,5.4184232782
74.1544453584,5.4184232782,3.7077222679,3.7078091616,74.1561832330,5.4169393369
74.1561832330,5.4169393369,3.7078091616,3.7087128178,74.1742563561,5.4015025313
74.1742563561,5.4015025313,3.7087128178,3.7093764494,74.1875289880,5.3901607712
74.1875289880,5.3901607712,3.7093764494,3.7098616791,74.1972335822,5.3818651916
74.1972335822,5.3818651916,3.7098616791,3.7103695857,74.2073917142,5.3731794014
74.2073917142,5.3731794014,3.7103695857,3.7104361874,74.2087237482,5.3720402440
74.2087237482,5.3720402440,3.7104361874,3.7114138654,74.2282773089,5.3553129058
74.2282773089,5.3553129058,3.7114138654,3.7122179786,74.2443595728,5.3415479681
74.2443595728,5.3415479681,3.7122179786,3.7131159111,74.2623182216,5.3261693761
74.2623182216,5.3261693761,3.7131159111,3.7135633930,74.2712678591,5.3185024916
74.2712678591,5.3185024916,3.7135633930,3.7140742768,74.2814855363,5.3097468678
74.2814855363,5.3097468678,3.7140742768,3.7142658440,74.2853168795,5.3064630809
74.2853168795,5.3064630809,3.7142658440,3.7148163216,74.2963264329,5.2970249151
74.2963264329,5.2970249151,3.7148163216,3.7151114413,74.3022288260,5.2919637196
74.3022288260,5.2919637196,3.7151114413,3.7153545269,74.3070905385,5.2877942348
74.3070905385,5.2877942348,3.7153545269,3.7159526892,74.3190537833,5.2775318427
74.3190537833,5.2775318427,3.7159526892,3.7164628752,74.3292575039,5.2687759904
74.3292575039,5.2687759904,3.7164628752,3.7173941971,74.3478839413,5.2527858594
74.3478839413,5.2527858594,3.7173941971,3.7176167919,74.3523358380,5.2489627809
74.3523358380,5.2489627809,3.7176167919,3.7179843751,74.3596875013,5.2426484352
74.3596875013,5.2426484352,3.7179843751,3.7180999738,74.3619994753,5.2406624007
74.3619994753,5.2406624007,3.7180999738,3.7187427139,74.3748542773,5.2296174177
74.3748542773,5.2296174177,3.7187427139,3.7194751329,74.3895026587,5.2170263361
74.3895026587,5.2170263361,3.7194751329,3.7198514384,74.3970287671,5.2105551499
74.3970287671,5.2105551499,3.7198514384,3.7207999960,74.4159999197,5.1942368691
74.4159999197,5.1942368691,3.7207999960,3.7212410052,74.4248201036,5.1866470105
74.4248201036,5.1866470105,3.7212410052,3.7220581486,74.4411629711,5.1725786650
74.4411629711,5.1725786650,3.7220581486,3.7223542956,74.4470859113,5.1674784027
74.4470859113,5.1674784027,3.7223542956,3.7226202423,74.4524048462,5.1628975040
74.4524048462,5.1628975040,3.7226202423,3.7232692468,74.4653849364,5.1517155148
74.4653849364,5.1517155148,3.7232692468,3.7242382401,74.4847648011,5.1350124576
74.4847648011,5.1350124576,3.7242382401,3.7245692897,74.4913857936,5.1293038255
74.4913857936,5.1293038255,3.7245692897,3.7255280980,74.5105619596,5.1127639154
74.5105619596,5.1127639154,3.7255280980,3.7256388334,74.5127766677,5.1108530836
74.5127766677,5.1108530836,3.7256388334,3.7263837268,74.5276745370,5.0979961384
74.5276745370,5.0979961384,3.7263837268,3.7266236562,74.5324731236,5.0938537496
74.5324731236,5.0938537496,3.7266236562,3.7272702249,74.5454044983,5.0826878506
74.5454044983,5.0826878506,3.7272702249,3.7272816313,74.5456326258,5.0824908310
74.5456326258,5.0824908310,3.7272816313,3.7276714899,74.5534297989,5.0757561142
74.5534297989,5.0757561142,3.7276714899,3.7281046853,74.5620937058,5.0682709834
74.5620937058,5.0682709834,3.7281046853,3.7289195688,74.5783913765,5.0541856227
74.5783913765,5.0541856227,3.7289195688,3.7295381765,74.5907635290,5.0434884810
74.5907635290,5.0434884810,3.7295381765,3.7301015805,74.6020316092,5.0337426064
74.6020316092,5.0337426064,3.7301015805,3.7303053254,74.6061065074,5.0302174050
74.6061065074,5.0302174050,3.7303053254,3.7309325061,74.6186501216,5.0193632970
74.6186501216,5.0193632970,3.7309325061,3.7309641852,74.6192837045,5.0188149473
74.6192837045,5.0188149473,3.7309641852,3.7316873192,74.6337463849,5.0062951418
74.6337463849,5.0062951418,3.7316873192,3.7321614420,74.6432288393,4.9980836948
74.6432288393,4.9980836948,3.7321614420,3.7325414171,74.6508283429,4.9915011894
74.6508283429,4.9915011894,3.7325414171,3.7332311911,74.6646238217,4.9795481913
74.6646238217,4.9795481913,3.7332311911,3.7338247695,74.6764953899,4.9692583434
74.6764953899,4.9692583434,3.7338247695,3.7347229911,74.6944598225,4.9536807203
74.6944598225,4.9536807203,3.7347229911,3.7357184169,74.7143683389,4.9364078854
74.7143683389,4.9364078854,3.7357184169,3.7361813219,74.7236264377,4.9283720877
74.7236264377,4.9283720877,3.7361813219,3.7367252326,74.7345046526,4.9189273318
74.7345046526,4.9189273318,3.7367252326,3.7375145958,74.7502919164,4.9052151466
74.7502919164,4.9052151466,3.7375145958,3.7377265639,74.7545312790,4.9015319447
74.7545312790,4.9015319447,3.7377265639,3.7378263540,74.7565270791,4.8997978175
74.7565270791,4.8997978175,3.7378263540,3.7382409094,74.7648181886,4.8925927039
74.7648181886,4.8925927039,3.7382409094,3.7391625041,74.7832500818,4.8765689219
74.7832500818,4.8765689219,3.7391625041,3.7400443373,74.8008867469,4.8612285203
74.8008867469,4.8612285203,3.7400443373,3.7407053776,74.8141075517,4.8497239423
74.8141075517,4.8497239423,3.7407053776,3.7409700058,74.8194001154,4.8451171951
74.8194001154,4.8451171951,3.7409700058,3.7419373771,74.8387475427,4.8282708707
74.8387475427,4.8282708707,3.7419373771,3.7423067926,74.8461358513,4.8218352029
74.8461358513,4.8218352029,3.7423067926,3.7432226114,74.8644522284,4.8058746351
74.8644522284,4.8058746351,3.7432226114,3.7436429696,74.8728593926,4.7985459723
74.8728593926,4.7985459723,3.7436429696,3.7437281039,74.8745620780,4.7970614984
74.8745620780,4.7970614984,3.7437281039,3.7444906395,74.8898127910,4.7837620426
74.8898127910,4.7837620426,3.7444906395,3.7449287382,74.8985747646,4.7761184925
74.8985747646,4.7761184925,3.7449287382,3.7451033717,74.9020674342,4.7730711102
74.9020674342,4.7730711102,3.7451033717,3.7453937460,74.9078749192,4.7680033578
74.9078749192,4.7680033578,3.7453937460,3.7457351423,74.9147028451,4.7620440655
74.9147028451,4.7620440655,3.7457351423,3.7462820940,74.9256418792,4.7524942415
74.9256418792,4.7524942415,3.7462820940,3.7465649956,74.9312999122,4.7475535806
74.9312999122,4.7475535806,3.7465649956,3.7469224170,74.9384483393,4.7413103455
74.9384483393,4.7413103455,3.7469224170,3.7472281760,74.9445635204,4.7359685046
74.9445635204,4.7359685046,3.7472281760,3.7475992912,74.9519858237,4.7294835873
74.9519858237,4.7294835873,3.7475992912,3.7480449885,74.9608997705,4.7216935905
74.9608997705,4.7216935905,3.7480449885,3.7484530961,74.9690619215,4.7145588541
74.9690619215,4.7145588541,3.7484530961,3.7489398516,74.9787970317,4.7060469777
74.9787970317,4.7060469777,3.7489398516,3.7496872752,74.9937455047,4.6929721944
74.9937455047,4.6929721944,3.7496872752,3.7501779312,75.0035586248,4.6843860450
75.0035586248,4.6843860450,3.7501779312,3.7504356813,75.0087136252,4.6798746289
75.0087136252,4.6798746289,3.7504356813,3.7510920912,75.0218418232,4.6683824413
75.0218418232,4.6683824413,3.7510920912,3.7517818858,75.0356377160,4.6563011229
75.0356377160,4.6563011229,3.7517818858,3.7521359565,75.0427191301,4.6500979497
75.0427191301,4.6500979497,3.7521359565,3.7522316452,75.0446329031,4.6484213086
75.0446329031,4.6484213086,3.7522316452,3.7527193384,75.0543867677,4.6398746042
75.0543867677,4.6398746042,3.7527193384,3.7529940199,75.0598803985,4.6350598306
75.0598803985,4.6350598306,3.7529940199,3.7534566372,75.0691327437,4.6269491076
75.0691327437,4.6269491076,3.7534566372,3.7538703698,75.0774073964,4.6196936293
75.0774073964,4.6196936293,3.7538703698,3.7547034653,75.0940693063,4.6050787440
75.0940693063,4.6050787440,3.7547034653,3.7550798853,75.1015977062,4.5984729809
75.1015977062,4.5984729809,3.7550798853,3.7559612707,75.1192254133,4.5830000797
75.1192254133,4.5830000797,3.7559612707,3.7561641791,75.1232835815,4.5794368806
75.1232835815,4.5794368806,3.7561641791,3.7570393728,75.1407874553,4.5640632127
75.1407874553,4.5640632127,3.7570393728,3.7577284187,75.1545683744,4.5519540301
75.1545683744,4.5519540301,3.7577284187,3.7586900251,75.1738005013,4.5350469786
75.1738005013,4.5350469786,3.7586900251,3.7590080258,75.1801605150,4.5294538267
75.1801605150,4.5294538267,3.7590080258,3.7598333369,75.1966667383,4.5149331314
75.1966667383,4.5149331314,3.7598333369,3.7608038452,75.2160769035,4.4978490941
75.2160769035,4.4978490941,3.7608038452,3.7609757734,75.2195154677,4.4948216278
75.2195154677,4.4948216278,3.7609757734,3.7617712383,75.2354247657,4.4808105198
75.2354247657,4.4808105198,3.7617712383,3.7618048388,75.2360967763,4.4802185496
75.2360967763,4.4802185496,3.7618048388,3.7622451619,75.2449032388,4.4724599461
75.2449032388,4.4724599461,3.7622451619,3.7624212484,75.2484249674,4.4693567165
75.2484249674,4.4693567165,3.7624212484,3.7630154086,75.2603081714,4.4588833457
75.2603081714,4.4588833457,3.7630154086,3.7637314170,75.2746283402,4.4462574432
75.2746283402,4.4462574432,3.7637314170,3.7638648505,75.2772970104,4.4439039455
75.2772970104,4.4439039455,3.7638648505,3.7646606107,75.2932122142,4.4298646450
75.2932122142,4.4298646450,3.7646606107,3.7655206239,75.3104124775,4.4146846333
75.3104124775,4.4146846333,3.7655206239,3.7662169344,75.3243386887,4.4023887025
75.3243386887,4.4023887025,3.7662169344,3.7666159685,75.3323193704,4.3953400989
75.3323193704,4.3953400989,3.7666159685,3.7670640409,75.3412808174,4.3874233773
75.3412808174,4.3874233773,3.7670640409,3.7677121124,75.3542422487,4.3759694378
75.3542422487,4.3759694378,3.7677121124,3.7686994115,75.3739882303,4.3585119585
75.3739882303,4.3585119585,3.7686994115,3.7687663899,75.3753277979,4.3573272899
75.3753277979,4.3573272899,3.7687663899,3.7690994446,75.3819888925,4.3514357752
75.3819888925,4.3514357752,3.7690994446,3.7691323663,75.3826473258,4.3508533527
75.3826473258,4.3508533527,3.7691323663,3.7692216722,75.3844334448,4.3492733724
75.3844334448,4.3492733724,3.7692216722,3.7694589667,75.3891793338,4.3450748260
75.3891793338,4.3450748260,3.7694589667,3.7704159212,75.4083184245,4.3281373294
75.4083184245,4.3281373294,3.7704159212,3.7713856520,75.4277130398,4.3109643596
75.4277130398,4.3109643596,3.7713856520,3.7721327041,75.4426540827,4.2977283947
75.4426540827,4.2977283947,3.7721327041,3.7727429307,75.4548586149,4.2869125075
75.4548586149,4.2869125075,3.7727429307,3.7735067680,75.4701353597,4.2733687196
75.4701353597,4.2733687196,3.7735067680,3.7741937082,75.4838741644,4.2611834285
75.4838741644,4.2611834285,3.7741937082,3.7748138095,75.4962761894,4.2501797086
75.4962761894,4.2501797086,3.7748138095,3.7755693459,75.5113869182,4.2367674894
75.5113869182,4.2367674894,3.7755693459,3.7756719064,75.5134381286,4.2349464036
75.5134381286,4.2349464036,3.7756719064,3.7758118282,75.5162365643,4.2324617539
75.5162365643,4.2324617539,3.7758118282,3.7765201356,75.5304027111,4.2198810398
75.5304027111,4.2198810398,3.7765201356,3.7766930229,75.5338604584,4.2168095115
75.5338604584,4.2168095115,3.7766930229,3.7776036671,75.5520733428,4.2006260129
75.5520733428,4.2006260129,3.7776036671,3.7781571317,75.5631426339,4.1907860751
75.5631426339,4.1907860751,3.7781571317,3.7786432203,75.5728644067,4.1821414738
75.5728644067,4.1821414738,3.7786432203,3.7793298930,75.5865978597,4.1699256597
75.5865978597,4.1699256597,3.7793298930,3.7795036018,75.5900720369,4.1668346551
75.5900720369,4.1668346551,3.7795036018,3.7801341608,75.6026832155,4.1556118482
75.6026832155,4.1556118482,3.7801341608,3.7808091330,75.6161826605,4.1435941587
75.6161826605,4.1435941587,3.7808091330,3.7814908571,75.6298171417,4.1314516306
75.6298171417,4.1314516306,3.7814908571,3.7819457942,75.6389158849,4.1233459319
75.6389158849,4.1233459319,3.7819457942,3.7825294066,75.6505881326,4.1129445725
75.6505881326,4.1129445725,3.7825294066,3.7831223254,75.6624465074,4.1023738639
75.6624465074,4.1023738639,3.7831223254,3.7836412953,75.6728259063,4.0931186482
75.6728259063,4.0931186482,3.7836412953,3.7846335122,75.6926702434,4.0754161362
75.6926702434,4.0754161362,3.7846335122,3.7851915869,75.7038317389,4.0654549895
75.7038317389,4.0654549895,3.7851915869,3.7855384699,75.7107693977,4.0592618628
75.7107693977,4.0592618628,3.7855384699,3.7856045596,75.7120911923,4.0580817834
75.7120911923,4.0580817834,3.7856045596,3.7856941687,75.7138833742,4.0564816792
75.7138833742,4.0564816792,3.7856941687,3.7857247216,75.7144944323,4.0559360930
75.7144944323,4.0559360930,3.7857247216,3.7857287082,75.7145741647,4.0558649029
75.7145741647,4.0558649029,3.7857287082,3.7862746306,75.7254926127,4.0461147197
75.7254926127,4.0461147197,3.7862746306,3.7870483234,75.7409664684,4.0322914488
75.7409664684,4.0322914488,3.7870483234,3.7880481888,75.7609637767,4.0144183720
75.7609637767,4.0144183720,3.7880481888,3.7887307696,75.7746153926,4.0022111689
75.7746153926,4.0022111689,3.7887307696,3.7891512049,75.7830240983,3.9946898297
75.7830240983,3.9946898297,3.7891512049,3.7894697156,75.7893943125,3.9889906843
75.7893943125,3.9889906843,3.7894697156,3.7897443129,75.7948862571,3.9840764730
75.7948862571,3.9840764730,3.7897443129,3.7901437865,75.8028757300,3.9769261183
75.8028757300,3.9769261183,3.7901437865,3.7909562624,75.8191252486,3.9623783303
75.8191252486,3.9623783303,3.7909562624,3.7917216633,75.8344332655,3.9486674068
75.8344332655,3.9486674068,3.7917216633,3.7921171669,75.8423433386,3.9415803000
75.8423433386,3.9415803000,3.7921171669,3.7927232199,75.8544643971,3.9307172850
75.8544643971,3.9307172850,3.7927232199,3.7934583219,75.8691664385,3.9175362376
75.8691664385,3.9175362376,3.7934583219,3.7935779306,75.8715586126,3.9153910338
75.8715586126,3.9153910338,3.7935779306,3.7945217629,75.8904352579,3.8984582125
75.8904352579,3.8984582125,3.7945217629,3.7948974920,75.8979498406,3.8917149655
75.8979498406,3.8917149655,3.7948974920,3.7953769302,75.9075386034,3.8831083931
75.9075386034,3.8831083931,3.7953769302,3.7954607156,75.9092143129,3.8816040928
75.9092143129,3.8816040928,3.7954607156,3.7960362961,75.9207259219,3.8712681156
